,movie,year,imdb,metascore,votes,n_imdb
528,Donnie Darko,2001,8.1,88,686457,81.0
529,Amélie,2001,8.3,69,639663,83.0
530,Harry Potter and the Sorcerer's Stone,2001,7.6,64,556828,76.0
531,Shrek,2001,7.9,84,548850,79.0
532,Spirited Away,2001,8.6,96,540556,86.0
533,Ocean's Eleven,2001,7.8,74,466704,78.0
534,Training Day,2001,7.7,69,351047,77.0
535,Black Hawk Down,2001,7.7,74,333875,77.0
536,The Fast and the Furious,2001,6.8,58,314819,68.0
537,The Others,2001,7.6,74,308957,76.0
538,Pearl Harbor,2001,6.1,44,289092,61.0
539,Mulholland Drive,2001,8.0,83,285691,80.0
540,The Mummy Returns,2001,6.4,48,279943,64.0
541,A.I. Artificial Intelligence,2001,7.1,65,270838,71.0
542,Jurassic Park III,2001,5.9,42,266285,59.0
543,Moulin Rouge!,2001,7.6,66,248865,76.0
544,The Royal Tenenbaums,2001,7.6,76,242071,76.0
545,Hannibal,2001,6.8,57,233491,68.0
546,Vanilla Sky,2001,6.9,45,231332,69.0
547,Zoolander,2001,6.6,61,227818,66.0
548,American Pie 2,2001,6.4,43,221963,64.0
549,Blow,2001,7.6,52,220959,76.0
550,Enemy at the Gates,2001,7.6,53,220585,76.0
551,Bridget Jones's Diary,2001,6.7,66,202633,67.0
552,Planet of the Apes,2001,5.7,50,199442,57.0
553,Lara Croft: Tomb Raider,2001,5.8,33,182705,58.0
554,Rush Hour 2,2001,6.6,48,182503,66.0
555,Swordfish,2001,6.5,32,167525,65.0
556,K-PAX,2001,7.4,49,165625,74.0
557,Legally Blonde,2001,6.3,59,160071,63.0
558,A Knight's Tale,2001,6.9,56,155043,69.0
559,Jay and Silent Bob Strike Back,2001,6.9,51,139647,69.0
560,From Hell,2001,6.8,54,137897,68.0
561,Scary Movie 2,2001,5.3,29,136204,53.0
562,I Am Sam,2001,7.6,28,134294,76.0
563,Spy Game,2001,7.1,63,133659,71.0
564,Shallow Hal,2001,5.9,48,119731,59.0
565,The Princess Diaries,2001,6.3,52,113846,63.0
566,The Score,2001,6.8,71,111914,68.0
567,Evolution,2001,6.1,40,111335,61.0
568,Ghost World,2001,7.4,88,105822,74.0
569,Y Tu Mamá También,2001,7.7,88,105185,77.0
570,The Lord of the Rings: The Fellowship of the Ring,2001,8.8,92,1473834,88.0
571,A Beautiful Mind,2001,8.2,72,754188,82.0
572,"Monsters, Inc.",2001,8.1,78,721406,81.0
573,Donnie Darko,2001,8.1,88,686457,81.0
574,Amélie,2001,8.3,69,639663,83.0
575,Harry Potter and the Sorcerer's Stone,2001,7.6,64,556828,76.0
576,Shrek,2001,7.9,84,548850,79.0
577,Spirited Away,2001,8.6,96,540556,86.0
578,Ocean's Eleven,2001,7.8,74,466704,78.0
579,Training Day,2001,7.7,69,351047,77.0
580,Black Hawk Down,2001,7.7,74,333875,77.0
581,The Fast and the Furious,2001,6.8,58,314819,68.0
582,The Others,2001,7.6,74,308957,76.0
583,Pearl Harbor,2001,6.1,44,289092,61.0
584,Mulholland Drive,2001,8.0,83,285691,80.0
585,The Mummy Returns,2001,6.4,48,279943,64.0
586,A.I. Artificial Intelligence,2001,7.1,65,270838,71.0
587,Jurassic Park III,2001,5.9,42,266285,59.0
588,Moulin Rouge!,2001,7.6,66,248865,76.0
589,The Royal Tenenbaums,2001,7.6,76,242071,76.0
590,Hannibal,2001,6.8,57,233491,68.0
591,Vanilla Sky,2001,6.9,45,231332,69.0
592,Zoolander,2001,6.6,61,227818,66.0
593,American Pie 2,2001,6.4,43,221963,64.0
594,Blow,2001,7.6,52,220959,76.0
595,Enemy at the Gates,2001,7.6,53,220585,76.0
596,Bridget Jones's Diary,2001,6.7,66,202633,67.0
597,Planet of the Apes,2001,5.7,50,199442,57.0
598,Lara Croft: Tomb Raider,2001,5.8,33,182705,58.0
599,Rush Hour 2,2001,6.6,48,182503,66.0
600,Swordfish,2001,6.5,32,167525,65.0
601,K-PAX,2001,7.4,49,165625,74.0
602,Legally Blonde,2001,6.3,59,160071,63.0
603,A Knight's Tale,2001,6.9,56,155043,69.0
604,Jay and Silent Bob Strike Back,2001,6.9,51,139647,69.0
605,From Hell,2001,6.8,54,137897,68.0
606,Scary Movie 2,2001,5.3,29,136204,53.0
607,I Am Sam,2001,7.6,28,134294,76.0
608,Spy Game,2001,7.1,63,133659,71.0
609,Shallow Hal,2001,5.9,48,119731,59.0
610,The Princess Diaries,2001,6.3,52,113846,63.0
611,The Score,2001,6.8,71,111914,68.0
612,Evolution,2001,6.1,40,111335,61.0
613,Ghost World,2001,7.4,88,105822,74.0
614,Y Tu Mamá También,2001,7.7,88,105185,77.0
615,The Lord of the Rings: The Fellowship of the Ring,2001,8.8,92,1473834,88.0
616,A Beautiful Mind,2001,8.2,72,754188,82.0
617,"Monsters, Inc.",2001,8.1,78,721406,81.0
618,Donnie Darko,2001,8.1,88,686457,81.0
619,Amélie,2001,8.3,69,639663,83.0
620,Harry Potter and the Sorcerer's Stone,2001,7.6,64,556828,76.0
621,Shrek,2001,7.9,84,548850,79.0
622,Spirited Away,2001,8.6,96,540556,86.0
623,Ocean's Eleven,2001,7.8,74,466704,78.0
624,Training Day,2001,7.7,69,351047,77.0
625,Black Hawk Down,2001,7.7,74,333875,77.0
626,The Fast and the Furious,2001,6.8,58,314819,68.0
627,The Others,2001,7.6,74,308957,76.0
628,Pearl Harbor,2001,6.1,44,289092,61.0
629,Mulholland Drive,2001,8.0,83,285691,80.0
630,The Mummy Returns,2001,6.4,48,279943,64.0
631,A.I. Artificial Intelligence,2001,7.1,65,270838,71.0
632,Jurassic Park III,2001,5.9,42,266285,59.0
633,Moulin Rouge!,2001,7.6,66,248865,76.0
634,The Royal Tenenbaums,2001,7.6,76,242071,76.0
635,Hannibal,2001,6.8,57,233491,68.0
636,Vanilla Sky,2001,6.9,45,231332,69.0
637,Zoolander,2001,6.6,61,227818,66.0
638,American Pie 2,2001,6.4,43,221963,64.0
639,Blow,2001,7.6,52,220959,76.0
640,Enemy at the Gates,2001,7.6,53,220585,76.0
641,Bridget Jones's Diary,2001,6.7,66,202633,67.0
642,Planet of the Apes,2001,5.7,50,199442,57.0
643,Lara Croft: Tomb Raider,2001,5.8,33,182705,58.0
644,Rush Hour 2,2001,6.6,48,182503,66.0
645,Swordfish,2001,6.5,32,167525,65.0
646,K-PAX,2001,7.4,49,165625,74.0
647,Legally Blonde,2001,6.3,59,160071,63.0
648,A Knight's Tale,2001,6.9,56,155043,69.0
649,Jay and Silent Bob Strike Back,2001,6.9,51,139647,69.0
650,From Hell,2001,6.8,54,137897,68.0
651,Scary Movie 2,2001,5.3,29,136204,53.0
652,I Am Sam,2001,7.6,28,134294,76.0
653,Spy Game,2001,7.1,63,133659,71.0
654,Shallow Hal,2001,5.9,48,119731,59.0
655,The Princess Diaries,2001,6.3,52,113846,63.0
656,The Score,2001,6.8,71,111914,68.0
657,Evolution,2001,6.1,40,111335,61.0
658,Ghost World,2001,7.4,88,105822,74.0
659,Y Tu Mamá También,2001,7.7,88,105185,77.0
660,The Lord of the Rings: The Fellowship of the Ring,2001,8.8,92,1473834,88.0
661,A Beautiful Mind,2001,8.2,72,754188,82.0
662,"Monsters, Inc.",2001,8.1,78,721406,81.0
663,Donnie Darko,2001,8.1,88,686457,81.0
664,Amélie,2001,8.3,69,639663,83.0
665,Harry Potter and the Sorcerer's Stone,2001,7.6,64,556828,76.0
666,Shrek,2001,7.9,84,548850,79.0
667,Spirited Away,2001,8.6,96,540556,86.0
668,Ocean's Eleven,2001,7.8,74,466704,78.0
669,Training Day,2001,7.7,69,351047,77.0
670,Black Hawk Down,2001,7.7,74,333875,77.0
671,The Fast and the Furious,2001,6.8,58,314819,68.0
672,The Others,2001,7.6,74,308957,76.0
673,Pearl Harbor,2001,6.1,44,289092,61.0
674,Mulholland Drive,2001,8.0,83,285691,80.0
675,The Mummy Returns,2001,6.4,48,279943,64.0
676,A.I. Artificial Intelligence,2001,7.1,65,270838,71.0
677,Jurassic Park III,2001,5.9,42,266285,59.0
678,Moulin Rouge!,2001,7.6,66,248865,76.0
679,The Royal Tenenbaums,2001,7.6,76,242071,76.0
680,Hannibal,2001,6.8,57,233491,68.0
681,Vanilla Sky,2001,6.9,45,231332,69.0
682,Zoolander,2001,6.6,61,227818,66.0
683,American Pie 2,2001,6.4,43,221963,64.0
684,Blow,2001,7.6,52,220959,76.0
685,Enemy at the Gates,2001,7.6,53,220585,76.0
686,Bridget Jones's Diary,2001,6.7,66,202633,67.0
687,Planet of the Apes,2001,5.7,50,199442,57.0
688,Lara Croft: Tomb Raider,2001,5.8,33,182705,58.0
689,Rush Hour 2,2001,6.6,48,182503,66.0
690,Swordfish,2001,6.5,32,167525,65.0
691,K-PAX,2001,7.4,49,165625,74.0
692,Legally Blonde,2001,6.3,59,160071,63.0
693,A Knight's Tale,2001,6.9,56,155043,69.0
694,Jay and Silent Bob Strike Back,2001,6.9,51,139647,69.0
695,From Hell,2001,6.8,54,137897,68.0
696,Scary Movie 2,2001,5.3,29,136204,53.0
697,I Am Sam,2001,7.6,28,134294,76.0
698,Spy Game,2001,7.1,63,133659,71.0
699,Shallow Hal,2001,5.9,48,119731,59.0
700,The Princess Diaries,2001,6.3,52,113846,63.0
701,The Score,2001,6.8,71,111914,68.0
702,Evolution,2001,6.1,40,111335,61.0
703,Ghost World,2001,7.4,88,105822,74.0
704,Y Tu Mamá También,2001,7.7,88,105185,77.0
705,The Lord of the Rings: The Two Towers,2002,8.7,87,1317576,87.0
706,Catch Me If You Can,2002,8.1,75,696502,81.0
707,City of God,2002,8.6,79,631161,86.0
708,Spider-Man,2002,7.3,73,627349,73.0
709,The Pianist,2002,8.5,85,624096,85.0
710,Star Wars: Episode II - Attack of the Clones,2002,6.6,54,562205,66.0
711,Harry Potter and the Chamber of Secrets,2002,7.4,63,480670,74.0
712,The Bourne Identity,2002,7.9,68,468144,79.0
713,Minority Report,2002,7.7,80,461891,77.0
714,Ice Age,2002,7.5,60,391392,75.0
715,Gangs of New York,2002,7.5,72,365142,75.0
716,28 Days Later...,2002,7.6,73,340535,76.0
717,Signs,2002,6.7,59,310372,67.0
718,Men in Black II,2002,6.1,49,306218,61.0
719,The Ring,2002,7.1,57,293300,71.0
720,Equilibrium,2002,7.5,33,292463,75.0
721,The Transporter,2002,6.8,51,265855,68.0
722,Insomnia,2002,7.2,78,249997,72.0
723,Panic Room,2002,6.8,65,233595,68.0
724,Phone Booth,2002,7.1,56,233512,71.0
725,Red Dragon,2002,7.2,60,228418,72.0
726,Resident Evil,2002,6.7,33,228298,67.0
727,Road to Perdition,2002,7.7,72,225446,77.0
728,8 Mile,2002,7.1,77,224223,71.0
729,Chicago,2002,7.2,82,197937,72.0
730,Die Another Day,2002,6.1,56,188936,61.0
731,A Walk to Remember,2002,7.4,35,185550,74.0
732,Blade II,2002,6.7,52,183244,67.0
733,Austin Powers in Goldmember,2002,6.2,62,181312,62.0
734,xXx,2002,5.9,48,164065,59.0
735,Hero,2002,7.9,85,164043,79.0
736,Adaptation.,2002,7.7,83,163075,77.0
737,25th Hour,2002,7.7,67,161407,77.0
738,About a Boy,2002,7.1,75,158443,71.0
739,Lilo & Stitch,2002,7.2,73,145922,72.0
740,Bowling for Columbine,2002,8.0,72,133692,80.0
741,Punch-Drunk Love,2002,7.3,78,129677,73.0
742,Mr. Deeds,2002,5.8,24,124965,58.0
743,The Scorpion King,2002,5.5,45,120725,55.0
744,We Were Soldiers,2002,7.2,65,119027,72.0
745,The Count of Monte Cristo,2002,7.8,61,118269,78.0
746,Reign of Fire,2002,6.2,39,118198,62.0
747,About Schmidt,2002,7.2,85,116240,72.0
748,The Hours,2002,7.6,80,115004,76.0
749,John Q,2002,7.1,30,113576,71.0
750,My Big Fat Greek Wedding,2002,6.6,62,112370,66.0
751,The Time Machine,2002,5.9,42,111968,59.0
752,Infernal Affairs,2002,8.1,75,109989,81.0
753,The Lord of the Rings: The Two Towers,2002,8.7,87,1317576,87.0
754,Catch Me If You Can,2002,8.1,75,696502,81.0
755,City of God,2002,8.6,79,631161,86.0
756,Spider-Man,2002,7.3,73,627349,73.0
757,The Pianist,2002,8.5,85,624096,85.0
758,Star Wars: Episode II - Attack of the Clones,2002,6.6,54,562205,66.0
759,Harry Potter and the Chamber of Secrets,2002,7.4,63,480670,74.0
760,The Bourne Identity,2002,7.9,68,468144,79.0
761,Minority Report,2002,7.7,80,461891,77.0
762,Ice Age,2002,7.5,60,391392,75.0
763,Gangs of New York,2002,7.5,72,365142,75.0
764,28 Days Later...,2002,7.6,73,340535,76.0
765,Signs,2002,6.7,59,310372,67.0
766,Men in Black II,2002,6.1,49,306218,61.0
767,The Ring,2002,7.1,57,293300,71.0
768,Equilibrium,2002,7.5,33,292463,75.0
769,The Transporter,2002,6.8,51,265855,68.0
770,Insomnia,2002,7.2,78,249997,72.0
771,Panic Room,2002,6.8,65,233595,68.0
772,Phone Booth,2002,7.1,56,233512,71.0
773,Red Dragon,2002,7.2,60,228418,72.0
774,Resident Evil,2002,6.7,33,228298,67.0
775,Road to Perdition,2002,7.7,72,225446,77.0
776,8 Mile,2002,7.1,77,224223,71.0
777,Chicago,2002,7.2,82,197937,72.0
778,Die Another Day,2002,6.1,56,188936,61.0
779,A Walk to Remember,2002,7.4,35,185550,74.0
780,Blade II,2002,6.7,52,183244,67.0
781,Austin Powers in Goldmember,2002,6.2,62,181312,62.0
782,xXx,2002,5.9,48,164065,59.0
783,Hero,2002,7.9,85,164043,79.0
784,Adaptation.,2002,7.7,83,163075,77.0
785,25th Hour,2002,7.7,67,161407,77.0
786,About a Boy,2002,7.1,75,158443,71.0
787,Lilo & Stitch,2002,7.2,73,145922,72.0
788,Bowling for Columbine,2002,8.0,72,133692,80.0
789,Punch-Drunk Love,2002,7.3,78,129677,73.0
790,Mr. Deeds,2002,5.8,24,124965,58.0
791,The Scorpion King,2002,5.5,45,120725,55.0
792,We Were Soldiers,2002,7.2,65,119027,72.0
793,The Count of Monte Cristo,2002,7.8,61,118269,78.0
794,Reign of Fire,2002,6.2,39,118198,62.0
795,About Schmidt,2002,7.2,85,116240,72.0
796,The Hours,2002,7.6,80,115004,76.0
797,John Q,2002,7.1,30,113576,71.0
798,My Big Fat Greek Wedding,2002,6.6,62,112370,66.0
799,The Time Machine,2002,5.9,42,111968,59.0
800,Infernal Affairs,2002,8.1,75,109989,81.0
801,The Lord of the Rings: The Two Towers,2002,8.7,87,1317576,87.0
802,Catch Me If You Can,2002,8.1,75,696502,81.0
803,City of God,2002,8.6,79,631161,86.0
804,Spider-Man,2002,7.3,73,627349,73.0
805,The Pianist,2002,8.5,85,624096,85.0
806,Star Wars: Episode II - Attack of the Clones,2002,6.6,54,562205,66.0
807,Harry Potter and the Chamber of Secrets,2002,7.4,63,480670,74.0
808,The Bourne Identity,2002,7.9,68,468144,79.0
809,Minority Report,2002,7.7,80,461891,77.0
810,Ice Age,2002,7.5,60,391392,75.0
811,Gangs of New York,2002,7.5,72,365142,75.0
812,28 Days Later...,2002,7.6,73,340535,76.0
813,Signs,2002,6.7,59,310372,67.0
814,Men in Black II,2002,6.1,49,306218,61.0
815,The Ring,2002,7.1,57,293300,71.0
816,Equilibrium,2002,7.5,33,292463,75.0
817,The Transporter,2002,6.8,51,265855,68.0
818,Insomnia,2002,7.2,78,249997,72.0
819,Panic Room,2002,6.8,65,233595,68.0
820,Phone Booth,2002,7.1,56,233512,71.0
821,Red Dragon,2002,7.2,60,228418,72.0
822,Resident Evil,2002,6.7,33,228298,67.0
823,Road to Perdition,2002,7.7,72,225446,77.0
824,8 Mile,2002,7.1,77,224223,71.0
825,Chicago,2002,7.2,82,197937,72.0
826,Die Another Day,2002,6.1,56,188936,61.0
827,A Walk to Remember,2002,7.4,35,185550,74.0
828,Blade II,2002,6.7,52,183244,67.0
829,Austin Powers in Goldmember,2002,6.2,62,181312,62.0
830,xXx,2002,5.9,48,164065,59.0
831,Hero,2002,7.9,85,164043,79.0
832,Adaptation.,2002,7.7,83,163075,77.0
833,25th Hour,2002,7.7,67,161407,77.0
834,About a Boy,2002,7.1,75,158443,71.0
835,Lilo & Stitch,2002,7.2,73,145922,72.0
836,Bowling for Columbine,2002,8.0,72,133692,80.0
837,Punch-Drunk Love,2002,7.3,78,129677,73.0
838,Mr. Deeds,2002,5.8,24,124965,58.0
839,The Scorpion King,2002,5.5,45,120725,55.0
840,We Were Soldiers,2002,7.2,65,119027,72.0
841,The Count of Monte Cristo,2002,7.8,61,118269,78.0
842,Reign of Fire,2002,6.2,39,118198,62.0
843,About Schmidt,2002,7.2,85,116240,72.0
844,The Hours,2002,7.6,80,115004,76.0
845,John Q,2002,7.1,30,113576,71.0
846,My Big Fat Greek Wedding,2002,6.6,62,112370,66.0
847,The Time Machine,2002,5.9,42,111968,59.0
848,Infernal Affairs,2002,8.1,75,109989,81.0
849,The Lord of the Rings: The Two Towers,2002,8.7,87,1317576,87.0
850,Catch Me If You Can,2002,8.1,75,696502,81.0
851,City of God,2002,8.6,79,631161,86.0
852,Spider-Man,2002,7.3,73,627349,73.0
853,The Pianist,2002,8.5,85,624096,85.0
854,Star Wars: Episode II - Attack of the Clones,2002,6.6,54,562205,66.0
855,Harry Potter and the Chamber of Secrets,2002,7.4,63,480670,74.0
856,The Bourne Identity,2002,7.9,68,468144,79.0
857,Minority Report,2002,7.7,80,461891,77.0
858,Ice Age,2002,7.5,60,391392,75.0
859,Gangs of New York,2002,7.5,72,365142,75.0
860,28 Days Later...,2002,7.6,73,340535,76.0
861,Signs,2002,6.7,59,310372,67.0
862,Men in Black II,2002,6.1,49,306218,61.0
863,The Ring,2002,7.1,57,293300,71.0
864,Equilibrium,2002,7.5,33,292463,75.0
865,The Transporter,2002,6.8,51,265855,68.0
866,Insomnia,2002,7.2,78,249997,72.0
867,Panic Room,2002,6.8,65,233595,68.0
868,Phone Booth,2002,7.1,56,233512,71.0
869,Red Dragon,2002,7.2,60,228418,72.0
870,Resident Evil,2002,6.7,33,228298,67.0
871,Road to Perdition,2002,7.7,72,225446,77.0
872,8 Mile,2002,7.1,77,224223,71.0
873,Chicago,2002,7.2,82,197937,72.0
874,Die Another Day,2002,6.1,56,188936,61.0
875,A Walk to Remember,2002,7.4,35,185550,74.0
876,Blade II,2002,6.7,52,183244,67.0
877,Austin Powers in Goldmember,2002,6.2,62,181312,62.0
878,xXx,2002,5.9,48,164065,59.0
879,Hero,2002,7.9,85,164043,79.0
880,Adaptation.,2002,7.7,83,163075,77.0
881,25th Hour,2002,7.7,67,161407,77.0
882,About a Boy,2002,7.1,75,158443,71.0
883,Lilo & Stitch,2002,7.2,73,145922,72.0
884,Bowling for Columbine,2002,8.0,72,133692,80.0
885,Punch-Drunk Love,2002,7.3,78,129677,73.0
886,Mr. Deeds,2002,5.8,24,124965,58.0
887,The Scorpion King,2002,5.5,45,120725,55.0
888,We Were Soldiers,2002,7.2,65,119027,72.0
889,The Count of Monte Cristo,2002,7.8,61,118269,78.0
890,Reign of Fire,2002,6.2,39,118198,62.0
891,About Schmidt,2002,7.2,85,116240,72.0
892,The Hours,2002,7.6,80,115004,76.0
893,John Q,2002,7.1,30,113576,71.0
894,My Big Fat Greek Wedding,2002,6.6,62,112370,66.0
895,The Time Machine,2002,5.9,42,111968,59.0
896,Infernal Affairs,2002,8.1,75,109989,81.0
897,The Lord of the Rings: The Two Towers,2002,8.7,87,1317576,87.0
898,Catch Me If You Can,2002,8.1,75,696502,81.0
899,City of God,2002,8.6,79,631161,86.0
900,Spider-Man,2002,7.3,73,627349,73.0
901,The Pianist,2002,8.5,85,624096,85.0
902,Star Wars: Episode II - Attack of the Clones,2002,6.6,54,562205,66.0
903,Harry Potter and the Chamber of Secrets,2002,7.4,63,480670,74.0
904,The Bourne Identity,2002,7.9,68,468144,79.0
905,Minority Report,2002,7.7,80,461891,77.0
906,Ice Age,2002,7.5,60,391392,75.0
907,Gangs of New York,2002,7.5,72,365142,75.0
908,28 Days Later...,2002,7.6,73,340535,76.0
909,Signs,2002,6.7,59,310372,67.0
910,Men in Black II,2002,6.1,49,306218,61.0
911,The Ring,2002,7.1,57,293300,71.0
912,Equilibrium,2002,7.5,33,292463,75.0
913,The Transporter,2002,6.8,51,265855,68.0
914,Insomnia,2002,7.2,78,249997,72.0
915,Panic Room,2002,6.8,65,233595,68.0
916,Phone Booth,2002,7.1,56,233512,71.0
917,Red Dragon,2002,7.2,60,228418,72.0
918,Resident Evil,2002,6.7,33,228298,67.0
919,Road to Perdition,2002,7.7,72,225446,77.0
920,8 Mile,2002,7.1,77,224223,71.0
921,Chicago,2002,7.2,82,197937,72.0
922,Die Another Day,2002,6.1,56,188936,61.0
923,A Walk to Remember,2002,7.4,35,185550,74.0
924,Blade II,2002,6.7,52,183244,67.0
925,Austin Powers in Goldmember,2002,6.2,62,181312,62.0
926,xXx,2002,5.9,48,164065,59.0
927,Hero,2002,7.9,85,164043,79.0
928,Adaptation.,2002,7.7,83,163075,77.0
929,25th Hour,2002,7.7,67,161407,77.0
930,About a Boy,2002,7.1,75,158443,71.0
931,Lilo & Stitch,2002,7.2,73,145922,72.0
932,Bowling for Columbine,2002,8.0,72,133692,80.0
933,Punch-Drunk Love,2002,7.3,78,129677,73.0
934,Mr. Deeds,2002,5.8,24,124965,58.0
935,The Scorpion King,2002,5.5,45,120725,55.0
936,We Were Soldiers,2002,7.2,65,119027,72.0
937,The Count of Monte Cristo,2002,7.8,61,118269,78.0
938,Reign of Fire,2002,6.2,39,118198,62.0
939,About Schmidt,2002,7.2,85,116240,72.0
940,The Hours,2002,7.6,80,115004,76.0
941,John Q,2002,7.1,30,113576,71.0
942,My Big Fat Greek Wedding,2002,6.6,62,112370,66.0
943,The Time Machine,2002,5.9,42,111968,59.0
944,Infernal Affairs,2002,8.1,75,109989,81.0
945,The Lord of the Rings: The Return of the King,2003,8.9,94,1457213,89.0
946,Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.0,63,948693,80.0
947,Kill Bill: Vol. 1,2003,8.1,69,885058,81.0
948,Finding Nemo,2003,8.1,90,848190,81.0
949,X-Men 2,2003,7.5,68,471393,75.0
950,The Matrix Reloaded,2003,7.2,62,470722,72.0
951,Oldboy,2003,8.4,74,447085,84.0
952,The Matrix Revolutions,2003,6.7,47,408569,67.0
953,Big Fish,2003,8.0,58,385328,80.0
954,Mystic River,2003,8.0,84,383128,80.0
955,Love Actually,2003,7.6,55,380791,76.0
956,Lost in Translation,2003,7.8,89,368138,78.0
957,The Last Samurai,2003,7.7,55,364197,77.0
958,Terminator 3: Rise of the Machines,2003,6.3,66,343814,63.0
959,Bruce Almighty,2003,6.7,46,340479,67.0
960,The Italian Job,2003,7.0,68,318049,70.0
961,School of Rock,2003,7.1,82,239674,71.0
962,Underworld,2003,7.0,42,236333,70.0
963,Hulk,2003,5.7,54,236045,57.0
964,2 Fast 2 Furious,2003,5.9,38,226487,59.0
965,21 Grams,2003,7.7,70,210394,77.0
966,Identity,2003,7.3,64,206193,73.0
967,Bad Boys II,2003,6.6,38,203256,66.0
968,Old School,2003,7.1,54,201571,71.0
969,Daredevil,2003,5.3,42,195291,53.0
970,Anger Management,2003,6.2,52,189183,62.0
971,Elf,2003,6.9,64,188320,69.0
972,Master and Commander: The Far Side of the World,2003,7.4,81,187262,74.0
973,How to Lose a Guy in 10 Days,2003,6.4,45,187031,64.0
974,American Wedding,2003,6.3,43,179941,63.0
975,The League of Extraordinary Gentlemen,2003,5.8,30,155403,58.0
976,Once Upon a Time in Mexico,2003,6.4,56,143502,64.0
977,Final Destination 2,2003,6.2,38,137595,62.0
978,Johnny English,2003,6.2,51,133490,62.0
979,Cold Mountain,2003,7.2,73,130532,72.0
980,S.W.A.T.,2003,6.0,45,130064,60.0
981,Good Bye Lenin!,2003,7.7,68,127715,77.0
982,Bad Santa,2003,7.1,70,126295,71.0
983,Scary Movie 3,2003,5.5,49,126138,55.0
984,Dogville,2003,8.0,60,123926,80.0
985,The Recruit,2003,6.6,56,123121,66.0
986,Monster,2003,7.3,74,122598,73.0
987,The Texas Chainsaw Massacre,2003,6.2,38,121152,62.0
988,Lara Croft Tomb Raider: The Cradle of Life,2003,5.5,43,119929,55.0
989,Matchstick Men,2003,7.3,61,116865,73.0
990,Freaky Friday,2003,6.2,70,113214,62.0
991,Charlie's Angels: Full Throttle,2003,4.9,48,111231,49.0
992,The Lord of the Rings: The Return of the King,2003,8.9,94,1457213,89.0
993,Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.0,63,948693,80.0
994,Kill Bill: Vol. 1,2003,8.1,69,885058,81.0
995,Finding Nemo,2003,8.1,90,848190,81.0
996,X-Men 2,2003,7.5,68,471393,75.0
997,The Matrix Reloaded,2003,7.2,62,470722,72.0
998,Oldboy,2003,8.4,74,447085,84.0
999,The Matrix Revolutions,2003,6.7,47,408569,67.0
1000,Big Fish,2003,8.0,58,385328,80.0
1001,Mystic River,2003,8.0,84,383128,80.0
1002,Love Actually,2003,7.6,55,380791,76.0
1003,Lost in Translation,2003,7.8,89,368138,78.0
1004,The Last Samurai,2003,7.7,55,364197,77.0
1005,Terminator 3: Rise of the Machines,2003,6.3,66,343814,63.0
1006,Bruce Almighty,2003,6.7,46,340479,67.0
1007,The Italian Job,2003,7.0,68,318049,70.0
1008,School of Rock,2003,7.1,82,239674,71.0
1009,Underworld,2003,7.0,42,236333,70.0
1010,Hulk,2003,5.7,54,236045,57.0
1011,2 Fast 2 Furious,2003,5.9,38,226487,59.0
1012,21 Grams,2003,7.7,70,210394,77.0
1013,Identity,2003,7.3,64,206193,73.0
1014,Bad Boys II,2003,6.6,38,203256,66.0
1015,Old School,2003,7.1,54,201571,71.0
1016,Daredevil,2003,5.3,42,195291,53.0
1017,Anger Management,2003,6.2,52,189183,62.0
1018,Elf,2003,6.9,64,188320,69.0
1019,Master and Commander: The Far Side of the World,2003,7.4,81,187262,74.0
1020,How to Lose a Guy in 10 Days,2003,6.4,45,187031,64.0
1021,American Wedding,2003,6.3,43,179941,63.0
